Pool,Project,Chain,TVL,Asset Type,Asset APY,APY,APY Base,APY Reward,Change 1d,Change 7d,Outlook,Confidence,Category,IL 7d,APY Base 7d,APY Net 7d,APY Mean 30d,Volume 1d,Volume 7d,APY Base Inception,APY Including LSD APY,APY Base Including LSD APY,APY Base Borrow,APY Reward Borrow,APY Borrow,Total Supply USD,Total Borrow USD,Total Available USD,Pool Meta,Volatility_1d,Volatility_7d,Log_TVL,APY_Risk,Cluster,APY_Rank,TVL_Rank,Risk_Score,Vol_Rank,Risk_Category,ML_Risk_Score,ML_Risk_Category
GTEUSDC,Morpho Blue,Ethereum,8332056,,,9.66248,0.37407,9.28841,-0.31728,8.38978,Down,2.0,Lending,,3.79414,3.79414,9.50102,,,,9.66248,0.37407,,,,,,,,0.31728,8.38978,15.935620922434175,0.606344744709455,2,1.0,0.9777777777777777,99.28888888888889,1.0,High Risk,100.0,High Risk
OETH,Origin Ether,Ethereum,71323226,,,2.98408,2.34354,0.7409,0.00554,0.38259,Stable/Up,2.0,Liquid Staking,,3.79414,3.79414,2.96563,,,,2.98408,0.0,,,,,,,,0.00554,0.38259,18.082732596710706,0.1650237310119164,1,0.5,0.4555555555555556,51.91111111111111,0.6666666666666666,Medium Risk,49.11321738390099,Medium Risk
EZETH,Renzo,Ethereum,496668700,,,3.25376,3.25376,0.7409,-0.04903,-0.41424,Stable/Up,2.0,Liquid Restaking,,3.79414,3.79414,3.68479,,,,3.25376,3.25376,,,,,,,,0.04903,0.41424,20.023433764200433,0.16249760347385292,1,0.5555555555555556,0.15555555555555556,45.422222222222224,0.6888888888888889,Medium Risk,42.50911785162233,Medium Risk
ETH+,Reserve Protocol,Ethereum,101554486,,,2.00465,2.00465,0.7409,-0.00898,0.03615,Stable/Up,2.0,Indexes,,3.79414,3.79414,2.41716,,,,2.00465,2.00465,,,,,,,,0.00898,0.03615,18.436106030145012,0.10873500058646776,0,0.36666666666666664,0.37777777777777777,35.02222222222222,0.26666666666666666,Medium Risk,24.445929632049996,Low Risk
RETH,Rocket Pool,Ethereum,2109532364,,,2.90557,2.90557,0.7409,-0.02923,0.37304,Stable/Up,1.0,Liquid Staking,,3.79414,3.79414,2.91554,,,,2.90557,2.90557,,,,,,,,0.02923,0.37304,21.469732131909193,0.13533331399517665,1,0.4888888888888889,0.07777777777777772,39.06666666666666,0.6555555555555556,Medium Risk,39.88821337220468,Medium Risk
SUSDS,Sky Lending,Ethereum,2479468541,,,4.5,2.34354,0.7409,0.0,0.0,Stable/Up,2.0,CDP,,3.79414,3.79414,5.23333,,,,4.5,0.0,,,,,,,,0.0,0.0,21.63131007657765,0.20803178282172533,1,0.7222222222222222,0.033333333333333326,36.39999999999999,0.03333333333333333,Medium Risk,40.55936871349249,Medium Risk
DAI,Sky Lending,Ethereum,839598199,,,3.5,2.34354,0.7409,0.0,0.0,Stable/Up,1.0,CDP,,3.79414,3.79414,4.23333,,,,3.5,0.0,,,,,,,DSR,0.0,0.0,20.548434002030415,0.17032928152355362,1,0.5888888888888889,0.09999999999999998,32.13333333333333,0.03333333333333333,Low Risk,27.890990706855998,Low Risk
USDS,SparkLend,Ethereum,570537575,,4.5,5.96753,2.34354,5.96753,-2.37982,0.15692,Stable/Up,1.0,Lending,,3.79414,3.79414,6.8483,,,,5.96753,0.0,,,,,,,SKY Farming Pool,2.37982,0.15692,20.162089590128073,0.2959777543554747,1,0.8888888888888888,0.1444444444444445,56.400000000000006,0.45555555555555555,Medium Risk,62.91153308543113,Medium Risk
WETH,SparkLend,Ethereum,110030070,,,1.90529,1.90529,0.7409,-0.14639,0.01829,Down,2.0,Lending,,3.79414,3.79414,2.03851,,,,1.90529,1.90529,-2.47431,,-2.47431,580281416.0,470251346.0,110030070.0,,0.14639,0.01829,18.516264259124448,0.10289818579690613,0,0.3333333333333333,0.33333333333333337,31.111111111111114,0.2222222222222222,Low Risk,24.211439453565117,Low Risk
DAI,SparkLend,Ethereum,109401909,,,4.37678,4.37678,0.7409,0.09743,-0.05607,Stable/Up,1.0,Lending,,3.79414,3.79414,4.90793,,,,4.37678,4.37678,-4.90169,,-4.90169,865735113.0,756333204.0,109401909.0,,0.09743,0.05607,18.510538906666294,0.23644800521846332,1,0.7,0.34444444444444444,50.62222222222222,0.3,Medium Risk,56.060210205707754,Medium Risk
WBTC,SparkLend,Ethereum,106921579,,,7e-05,7e-05,0.7409,0.0,0.0,Unknown,2.0,Lending,,3.79414,3.79414,6e-05,,,,7e-05,7e-05,-0.01711,,-0.01711,107463521.0,541942.0,106921579.0,,0.0,0.0,18.487606226529476,3.7863203674011027e-06,0,0.022222222222222223,0.3666666666666667,13.46666666666667,0.03333333333333333,Low Risk,0.5427101508881329,Low Risk
RETH,SparkLend,Ethereum,37467148,Yield Bearing (RocketPool),2.90557,8e-05,8e-05,0.7409,0.0,-0.00374,Unknown,2.0,Lending,,3.79414,3.79414,0.0042,,,,2.90565,2.90565,-0.25599,,-0.25599,37481081.0,13933.0,37467148.0,,0.0,0.00374,17.43897508033837,4.587425558638264e-06,0,0.03333333333333333,0.5777777777777777,23.2,0.15555555555555556,Low Risk,3.3001023471614497,Low Risk
USDS,SparkLend,Ethereum,17583299,Yield Bearing (Sky),4.5,1.45439,1.45439,0.7409,0.00013,1.38337,Stable/Up,2.0,Lending,,3.79414,3.79414,0.15027,,,,1.45439,1.45439,-4.90169,,-4.90169,25001737.0,7418438.0,17583299.0,,0.00013,1.38337,16.682460145915947,0.08718078672323705,0,0.26666666666666666,0.7888888888888889,56.93333333333334,0.9444444444444444,Medium Risk,57.75551829257544,Medium Risk
ETHX,Stader,Ethereum,227158293,,,3.26066,3.26066,0.7409,0.04397,0.1326,Stable/Up,2.0,Liquid Staking,,3.26066,3.26066,2.88436,,,,3.26066,3.26066,,,,,,,,0.04397,0.1326,19.24115766282028,0.16946277646799696,1,0.5666666666666667,0.21111111111111114,42.17777777777778,0.4111111111111111,Medium Risk,36.93034266211435,Medium Risk
OSETH,StakeWise V2,Ethereum,267467649,,,3.60927,2.34354,0.7409,0.15968,0.62149,Stable/Up,2.0,Liquid Staking,,3.79414,3.79414,2.93357,,,,3.60927,0.0,,,,,,,,0.15968,0.62149,19.404509182407722,0.1860016126185862,1,0.6,0.19999999999999996,51.199999999999996,0.8,Medium Risk,56.18236181394716,Medium Risk
RSWETH,Swell Liquid Restaking,Ethereum,70470124,,,2.67238,2.67238,0.7409,0.0,-0.11074,Stable/Up,3.0,Liquid Restaking,,2.65818,2.65818,2.84513,,,,6.61459,6.61459,,,,,,,,0.0,0.11074,18.070699419106088,0.14788470208156426,0,0.4444444444444444,0.47777777777777775,43.73333333333334,0.35555555555555557,Medium Risk,34.688070566024635,Medium Risk
SWETH,Swell Liquid Staking,Ethereum,77939278,,,3.94221,3.94221,0.7409,0.0,0.97899,Stable/Up,1.0,Liquid Staking,,3.94221,3.94221,3.1608,,,,3.94221,3.94221,,,,,,,,0.0,0.97899,18.171440607126378,0.21694537517592113,1,0.6444444444444445,0.43333333333333335,63.46666666666668,0.9333333333333333,Medium Risk,73.47535138189004,High Risk
AGETH,Upshift,Ethereum,44357398,Yield Bearing (Kelp),3.02,0.01,0.01,0.7409,0.0,0.0,Stable/Up,3.0,Onchain Capital Allocator,,3.79414,3.79414,0.01,,,,0.01,0.01,,,,,,,,0.0,0.0,17.607790084822987,0.0005679304416866878,0,0.08888888888888889,0.5444444444444445,22.35555555555556,0.03333333333333333,Low Risk,3.0552582399805157,Low Risk
