Pool,Project,Chain,TVL,APY,APY Base,APY Reward,Change 1d,Change 7d,Outlook,Confidence,Category,IL 7d,APY Base 7d,APY Net 7d,APY Mean 30d,Volume 1d,Volume 7d,APY Base Inception,APY Including LSD APY,APY Base Including LSD APY,APY Base Borrow,APY Reward Borrow,APY Borrow,Total Supply USD,Total Borrow USD,Total Available USD,Pool Meta
LUAUSD-2CRV,Curve DEX,Arbitrum,7622956,0.21,0.21,,-0.06,0.12445,Stable/Up,2,Dexs,,,,0.16549,,,,0.21,0.21,,,,,,,
WSOL-USDC,Raydium AMM,Solana,7607296,139.10391,138,1.10391,-81.6231,48.91471,Down,3,Dexs,,84.38,84.38,111.30058,71904735.6237,534927095.3855,,139.10391,138,,,,,,,Concentrated - 0.04%
USDC-USDT,Ferro,Cronos,7538433,1.7624,0.18254,1.57987,0.20347,-0.35813,Stable/Up,3,Dexs,,,,1.85917,,,,1.7624,0.18254,,,,,,,2FER
USDT-WBTC-WETH,Convex Finance,Ethereum,7516260,3.92894,3.75,0.17894,-5.69989,2.40914,Stable/Up,3,Yield,,,,2.1377,,,,3.92894,3.75,,,,,,,
USDS-USDC,Kamino Liquidity,Solana,7500584,1.12244,1.12244,,-0.18692,,,,Liquidity manager,,0.71155,0.71155,0.66163,871638.66727,2179968.72762,,1.12244,1.12244,,,,,,,
ALETH-FRXETH,Curve DEX,Ethereum,7493613,5.16575,0.02,5.14575,0.43765,-1.62742,Stable/Up,2,Dexs,,,,6.11233,,,,5.16575,0.02,,,,,,,
MDX,MDEX,BSC,7492361,0.03318,,0.03318,0,0,Stable/Up,3,Dexs,,,,0.03318,,,,0.03318,0,,,,,,,
WETH-OSETH,Aura,Ethereum,7481886,0.03263,0.03263,,-0.06218,,Stable/Up,2,Yield,,,,0.13285,,,,0.03263,0.03263,,,,,,,
ABTC-APT,Cellana Finance,Aptos,7475977,0.4153,0,0.4153,0.00261,-0.10054,Stable/Up,3,Dexs,,,,0.49586,,,,0.4153,0,,,,,,,
WETH-WEETH,Uniswap V3,Ethereum,7475587,0.74406,0.74406,,-0.44576,0.11652,Stable/Up,3,Dexs,,181.69832,181.69832,2.63864,1523911.43729,35250388.76009,,0.74406,0.74406,,,,,,,0.01%
SBITU,BitU Protocol,BSC,7459295,18.13352,18.13352,,0,0,Down,3,CDP,,,,18.13352,,,,18.13352,18.13352,,,,,,,
CLISBNB,Pendle,BSC,7458731,21.08865,17.9769,3.11175,0.72369,-1.4139,Down,2,Yield,,,,23.29391,,,,21.08865,17.9769,,,,,,,For LP | Maturity 24APR2025
CLISBNB,Pendle,BSC,7458731,20.64956,20.64956,,2.73071,-0.38342,Down,2,Yield,,,,18.31638,,,,20.64956,20.64956,,,,,,,For buying PT-clisBNB-24APR2025
APT-USDC,ThalaSwap V2,Aptos,7458560,63.24356,51.64249,11.60107,-4.59063,23.95366,Down,3,Dexs,,,,38.56323,,,,67.869675,56.268605,,,,,,,
TON-USD₮,STON.fi,Ton,7439617,9.08098,9.08098,,-10.80968,3.82152,Down,1,Dexs,,,,9.41654,,,,9.08098,9.08098,,,,,,,
USDB-USD+,Fenix Concentrated Liquidity,Blast,7434660,0.09477,,0.09477,-0.00966,-0.06246,Stable/Up,2,Dexs,,,,0.16009,,,,0.09477,0,,,,,,,
DOLA-DEUSD,Convex Finance,Ethereum,7409163,10.95093,0.42,10.53093,-0.61169,-3.16171,Stable/Up,3,Yield,,,,14.89816,,,,10.95093,0.42,,,,,,,
YNETH-YNLSDE,Curve DEX,Ethereum,7395182,12.91405,9.75,3.16405,10.09864,10.07036,Down,3,Dexs,,,,5.80487,,,,12.91405,9.75,,,,,,,
YN-ETH-LSD,Yearn Finance,Ethereum,7393781,6.77475,6.77475,,3.92225,0.79943,Down,1,Yield Aggregator,,,,5.51085,,,,6.77475,6.77475,,,,,,,
MGLP,Abracadabra Spell,Arbitrum,7391747,24.88178,24.88178,,17.16727,16.32775,Down,3,CDP,,,,12.00802,,,,24.88178,24.88178,-7,,-7,7391747,3168760,0,
LBTC,Silo V2,Sonic,7386445,1.14414,1.14414,,-0.00725,0.0176,Stable/Up,1,Lending,,,,1.3563,,,,1.14414,1.14414,-3.62874,,-3.62874,11740822,4355121,7385701,32
WETH-WSTETH,Balancer V2,Gnosis,7378443,0.47948,0.47948,,0.23318,0.26899,Stable/Up,2,Dexs,,,,0.12225,,,,0.9998133333333333,0.9998133333333333,,,,,,,
WETH-SPX,Uniswap V2,Ethereum,7368641,47.42132,47.42132,,-14.65766,10.86368,Down,2,Dexs,,49.02452,49.02452,40.43429,3191147.94462,23156673.42401,,47.42132,47.42132,,,,,,,
RUSDY-USDC,Curve DEX,Ethereum,7363507,2.58,2.58,,0,0,Down,2,Dexs,,,,2.62943,,,,2.58,2.58,,,,,,,
WDOGE-WETH,Uniswap V3,Ethereum,7360544,5.98796,5.98796,,-5.45595,5.98796,Down,1,Dexs,,12.10436,12.10436,6.25723,120752.51438,855858.14816,,5.98796,5.98796,,,,,,,1%
USDT-CRVUSD,Convex Finance,Ethereum,7347673,9.49145,1.17,8.32145,-0.44504,-2.00492,Stable/Up,3,Yield,,,,10.11461,,,,9.49145,1.17,,,,,,,
PYUSD,Kamino Lend,Solana,7331829,1.8704,1.8704,,-0.01448,-2.67984,Stable/Up,3,Lending,,,,3.83954,,,,1.8704,1.8704,-5.13845,,-5.13845,15066648,7734819,7331829,
STUSD,Angle,Ethereum,7317551,4.92078,4.92078,,0.13548,-0.38357,Stable/Up,3,CDP,,,,5.81146,,,,4.92078,4.92078,,,,,,,
EUSR-1,Euler V2,Ethereum,7300563,2.37817,2.37817,,-0.04739,0.52871,Stable/Up,3,Lending,,,,3.98132,,,,2.37817,2.37817,,,,,,,
OUSD,Origin Dollar,Ethereum,7275842,3.45232,,,-0.05454,0.2081,Stable/Up,3,Yield Aggregator,,,,4.03471,,,,3.45232,0,,,,,,,
ADA-USDA,Minswap,Cardano,7250412,3.26,2.21,1.05,0.03,0.43,Stable/Up,1,Dexs,,,,20.97186,,,,3.26,2.21,,,,,,,V2
CELO-WETH,Uniswap V3,Celo,7211828,3.64323,3.64323,,1.13195,1.63817,Stable/Up,2,Dexs,,20.85766,20.85766,1.92823,239948.3755,1431656.69562,,3.64323,3.64323,,,,,,,0.3%
USDT,Save,Solana,7169805,2.34,2.34,,-0.1,-1.2,Stable/Up,2,Lending,,,,2.98499,,,,2.34,2.34,-6.32,,-6.32,13506627,6336823,7169804,Main Pool
USDC-CBBTC,Uniswap V3,Base,7149895,100.94576,100.94576,,,58.47804,Down,3,Dexs,,,,35.54054,39548029.76665,122738015.74603,,100.94576,100.94576,,,,,,,0.05%
USDC-USDT,Raydium AMM,Solana,7131217,7.90552,7.67,0.23552,0.1457,6.56455,Down,1,Dexs,,3.35,3.35,3.29602,14977960.46818,79590164.3535,,7.90552,7.67,,,,,,,Concentrated - 0.01%
USDC-MAG7.SSI,Uniswap V3,Base,7119225,46.62274,46.62274,,,24.16007,Down,3,Dexs,,,,20.62771,3031212.72192,10853847.1861,,46.62274,46.62274,,,,,,,0.3%
BSDETH,Reserve Protocol,Base,7076232,1.87549,1.87549,,0.02284,0.07363,Stable/Up,3,Indexes,,,,1.89138,,,,1.87549,1.87549,,,,,,,
GNO,AAVE V3,Gnosis,7037649,0.2524,0.2524,,-0.01376,-0.11125,Stable/Up,1,Lending,,,,0.32433,,,,0.2524,0.2524,-2.4322,,-2.4322,8086624,1048975,7037649,
CRVUSD-WSTETH,Curve LlamaLend,Ethereum,7019075,0.09242,0.0868,0.00562,-0.04203,-6.44073,Stable/Up,2,Lending,,,,6.20217,,,,3.21442,3.2088,,,,,,,
CRVUSD,Convex Finance,Ethereum,7006468,0.63103,0.0868,0.54423,-5.84452,-9.01012,Stable/Up,3,Yield,,,,6.08115,,,,0.63103,0.0868,,,,,,,Curve Lend – wstETH collateral
USDC,Yearn Finance,Ethereum,6998087,4.31806,4.31806,,-0.02073,0.17719,Down,1,Yield Aggregator,,,,4.70587,,,,4.31806,4.31806,,,,,,,
DAI,Compound V2,Ethereum,6990819,2.81435,2.81435,,-0.00337,-0.55896,Stable/Up,3,Lending,,,,3.22704,,,,2.81435,2.81435,-4.6209,0,-4.6209,25220814,18229995,6990819,
USD0--,Pendle,Ethereum,6984778,14.77772,14.77772,,5.45678,7.17855,Down,1,Yield,,,,11.19123,,,,14.77772,14.77772,,,,,,,For buying PT-USD0++-24APR2025
USD0--,Pendle,Ethereum,6984778,10.73774,10.69716,0.04058,2.07463,5.37834,Down,1,Yield,,,,6.89615,,,,10.73774,10.69716,,,,,,,For LP | Maturity 24APR2025
DAI-WETH,SushiSwap,Ethereum,6972205,16.21963,16.21963,,-5.23926,12.39923,Down,1,Dexs,,16.76146,16.76146,7.43668,1032754.24011,7491303.84642,,16.21963,16.21963,,,,,,,
USDY-USDC,Camelot V3,Arbitrum,6970380,0.00001,0.00001,,-0.00186,-0.00015,,,Dexs,,0.00655,0.00655,0.02496,5.40422,21956.77412,,0.00001,0.00001,,,,,,,
USDC,SparkLend,Ethereum,6929972,3.28163,3.28163,,1.20594,1.50585,Stable/Up,3,Lending,,,,2.33016,,,,3.28163,3.28163,-4.00066,,-4.00066,50737268,43807296,6929972,
ASDCRV,Concentrator,Ethereum,6911536,22.97,,,5.61,5.63,Down,1,Yield,,,,19.23686,,,,22.97,0,,,,,,,
FRAX-USDC,Curve DEX,Ethereum,6887572,4.98404,2.32,2.66404,-5.44052,1.30447,Down,1,Dexs,,,,5.40305,,,,4.98404,2.32,,,,,,,
OP,AAVE V3,Optimism,6776566,0.13584,0.13584,,0.00202,0.04425,Stable/Up,1,Lending,,,,0.08821,,,,0.13584,0.13584,-1.62521,,-1.62521,7567167,790602,6776565,
WEETHS,Pendle,Ethereum,6756195,4.18759,4.09672,0.09087,0.25161,0.73763,Stable/Up,1,Yield,,,,3.6999,,,,4.18759,4.09672,,,,,,,For LP | Maturity 26JUN2025
WEETHS,Pendle,Ethereum,6756195,6.11794,6.11794,,0.42374,0.19691,Stable/Up,2,Yield,,,,5.85468,,,,6.11794,6.11794,,,,,,,For buying PT-weETHs-26JUN2025
JTO-JITOSOL,Orca,Solana,6752812,16.52363,16.52363,,0,0,Down,1,Dexs,,14.38904,14.38904,19.58503,2010288.84239,12511384.59533,,20.37863,20.37863,,,,,,,
SOL-USDC,Francium,Solana,6729509,96.09262,96.09262,,0,0,Down,3,Yield,,,,96.09262,,,,96.09262,96.09262,,,,,,,
CRVSTETH,Yearn Finance,Ethereum,6707997,3.03321,3.03321,,0.13502,,Stable/Up,1,Yield Aggregator,,,,1.8091,,,,4.59421,4.59421,,,,,,,
USDT,Allbridge Classic,Tron,6701071,0.07213,0.07213,,-0.00646,-0.03908,Stable/Up,3,Bridge,,,,0.13215,,,,0.07213,0.07213,,,,,,,
WETH-FRXETH,Convex Finance,Ethereum,6701028,5.44099,1.12,4.32099,-3.18856,1.1878,Down,2,Yield,,,,3.98561,,,,5.44099,1.12,,,,,,,
SUN,JustLend,Tron,6689212,0.18905,0.18905,,0.00005,0.00051,Stable/Up,3,Lending,,,,0.18652,,,,0.18905,0.18905,-8.52167,,-8.52167,6908167,218955,6689212,
YNLSDE,YieldNest,Ethereum,6687104,3.35325,,,0.04083,0.32905,Stable/Up,1,Liquid Restaking,,,,3.26375,,,,3.35325,0,,,,,,,
MPENDLE,Pendle,Arbitrum,6643096,44.33719,32.38459,11.9526,-3.64672,-6.4294,Down,2,Yield,,,,57.95955,,,,44.33719,32.38459,,,,,,,For LP | Maturity 26JUN2025
MPENDLE,Pendle,Arbitrum,6643096,23.25371,23.25371,,-0.49892,-7.13528,Stable/Up,1,Yield,,,,31.97844,,,,23.25371,23.25371,,,,,,,For buying PT-mPENDLE-26JUN2025
USR,Pendle,Ethereum,6627971,2.16788,1.55918,0.6087,-0.04896,0.0289,Stable/Up,3,Yield,,,,4.10577,,,,2.16788,1.55918,,,,,,,For LP | Maturity 29MAY2025
USR,Pendle,Ethereum,6627971,8.62072,8.62072,,-0.09093,-1.66123,Stable/Up,2,Yield,,,,10.12712,,,,8.62072,8.62072,,,,,,,For buying PT-USR-29MAY2025
$WIF-WSOL,Raydium AMM,Solana,6604793,22.4861,10.8,11.6861,0.31277,-3.09449,Down,1,Dexs,,8.9,8.9,67.90169,781580.39451,7835929.5827,,22.4861,10.8,,,,,,,Standard - 0.25%
USDY-USDC,Orca,Solana,6570602,0.00854,0.00854,,0,0,Stable/Up,3,Dexs,,0.03866,0.03866,0.0166,31442.97374,1267913.21244,,0.00854,0.00854,,,,,,,
TRUAPT-APT,Cellana Finance,Aptos,6564825,0.00011,0,0.00011,0.00001,-0.0001,,,Dexs,,,,0.00021,,,,0.00011,0,,,,,,,
LTC,Venus Core Pool,BSC,6536885,0.01854,0.01854,,0.00065,-0.14274,Stable/Up,3,Lending,,,,0.18982,,,,0.01854,0.01854,-2.13055,0,-2.13055,6608783,71898,6536885,
USDT,AAVE V3,Optimism,6530422,1.67904,1.67904,,-0.35061,-0.66057,Stable/Up,3,Lending,,,,2.66424,,,,1.67904,1.67904,-3.52673,,-3.52673,13865640,7335219,6530421,
USDC.E-USDT-SDAI,Balancer V2,Gnosis,6523231,0.40137,0.40137,,-0.04533,0.23296,Stable/Up,3,Dexs,,,,0.30151,,,,0.40137,0.40137,,,,,,,
WPOL,AAVE V3,Polygon,6489265,0.84065,0.84065,,0.05992,-0.35161,Stable/Up,1,Lending,,,,1.06294,,,,0.84065,0.84065,-2.64694,,-2.64694,10763718,4274453,6489265,
STRK,Nostra Money Market,Starknet,6482519,4.23139,0.05918,4.17221,0.03277,0.21967,Stable/Up,3,Lending,,,,4.17288,,,,4.23139,0.05918,,,,,,,
WBTC-USDT,Uniswap V3,Arbitrum,6470269,100.14822,100.14822,,-22.27438,68.1483,Down,3,Dexs,,94.34609,94.34609,44.07525,35506078.2241,234786363.4023,,100.14822,100.14822,,,,,,,0.05%
USDC,Avantis,Base,6469293,4.39806,4.39806,,0.18898,1.21814,Stable/Up,3,Derivatives,,,,2.79949,,,,4.39806,4.39806,,,,,,,junior
RSWETH,Pendle,Ethereum,6434149,3.90434,3.90434,,0,0.02035,Stable/Up,1,Yield,,,,4.00164,,,,7.09605,7.09605,,,,,,,For buying PT-rswETH-26JUN2025
RSWETH,Pendle,Ethereum,6434149,5.33567,2.19752,3.13815,0.06365,-3.1563,Stable/Up,3,Yield,,,,7.16002,,,,6.931525000000001,3.793375,,,,,,,For LP | Maturity 26JUN2025
APRUSDC,Morpho Blue,Ethereum,6419372,5.18589,4.87016,0.31573,0.05655,0.0095,Stable/Up,3,Lending,,,,6.29188,,,,5.18589,4.87016,,,,,,,
ADA,Venus Core Pool,BSC,6414687,0.09152,0.09152,,0.00117,-0.01905,Stable/Up,2,Lending,,,,0.12913,,,,0.09152,0.09152,-2.64804,0,-2.64804,6704331,289644,6414687,
TZBTC,KordFi,Tezos,6408653,0.01,0.01,,0,0,Stable/Up,1,Yield,,,,0.02153,,,,0.01,0.01,,,,,,,
ADA-USDM,Minswap,Cardano,6384216,6.33,5.1,1.23,-0.14,0.28,Stable/Up,2,Dexs,,,,6.70014,,,,6.33,5.1,,,,,,,V2
PUMPBTC,Pendle,Ethereum,6369494,0.36317,0.17331,0.18986,0.01438,-0.05836,Stable/Up,1,Yield,,,,0.82009,,,,0.36317,0.17331,,,,,,,For LP | Maturity 29MAY2025
PUMPBTC,Pendle,Ethereum,6369494,1.0712,1.0712,,0,-1.20165,Stable/Up,3,Yield,,,,3.4153,,,,1.0712,1.0712,,,,,,,For buying PT-pumpBTC-29MAY2025
NAVX,NAVI Lending,Sui,6363819,0.13361,0.13361,,-0.00344,-0.0961,Stable/Up,3,Lending,,,,0.36812,,,,0.13361,0.13361,,,,,,,
WAETHUSDT-WAETHLIDOGHO-WAETHUSDC,Beefy,Ethereum,6360673,10.25245,,,0.26707,-0.83685,Stable/Up,1,Yield Aggregator,,,,12.41944,,,,10.25245,0,,,,,,,Aura
BAL,AAVE V3,Ethereum,6357633,0.78273,0.78273,,0,0.59779,Stable/Up,2,Lending,,,,0.20841,,,,0.78273,0.78273,-8.25815,,-8.25815,7212238,854605,6357633,
ORIBGT,Origami Finance,Berachain,6356762,2510.69288,2510.69288,,-179.54716,1169.9636,Down,3,Leveraged Farming,,,,1229.97991,,,,2510.69288,2510.69288,,,,,,,
HYPERUSDC,Morpho Blue,Ethereum,6352701,6.03257,5.80538,0.22719,-0.00189,-0.20135,Stable/Up,1,Lending,,,,8.80188,,,,6.03257,5.80538,,,,,,,
ETH+-ETH,Curve DEX,Ethereum,6349733,7.1617,1.55,5.6117,1.03379,0.58058,Stable/Up,2,Dexs,,,,6.1862,,,,7.1617,1.55,,,,,,,
FDUSD,Kamino Lend,Solana,6335800,2.17521,2.17521,,0.42843,0.6908,Stable/Up,3,Lending,,,,4.39814,,,,2.17521,2.17521,-4.94824,,-4.94824,14300115,7964315,6335800,
REUSD-SCRVUSD,StakeDAO,Ethereum,6327337,16.70011,2.39,14.31011,1.31835,-0.78511,Down,3,Yield,,,,8.9564,,,,16.70011,2.39,,,,,,,Curve
ETH,Compound V3,Ethereum,6313267,4.29835,3.65328,0.64507,-1.8148,1.84057,Down,2,Lending,,,,2.58877,,,,4.29835,3.65328,-4.30939,0.40277,-3.9066199999999998,74443351,68130083,6313268,
STLINK-LINK,Curve DEX,Ethereum,6296473,5.14584,0.09,5.05584,-19.63936,-21.91713,Stable/Up,1,Dexs,,,,9.60485,,,,5.14584,0.09,,,,,,,
CORE,b14g,Core,6289499,17.91468,17.91468,,,-0.09128,Down,2,Restaking,,,,20.48933,,,,17.91468,17.91468,,,,,,,
WETH-VVV,Aerodrome V1,Base,6264167,47.06448,,47.06448,-5.78379,-7.66495,Stable/Up,2,Dexs,,,,60.61719,,,,47.06448,0,,,,,,,
WBTC-TBTC,Curve DEX,Ethereum,6210125,1.18601,0.74,0.44601,-0.19139,-0.16931,Down,1,Dexs,,,,0.81036,,,,1.18601,0.74,,,,,,,
HIIQ,IQ,Ethereum,6203795,19.52169,,,0.00338,-0.04101,Stable/Up,3,Services,,,,19.68772,,,,19.52169,0,,,,,,,Lock for 4 years to earn more IQ
USDCE,Beefy,Sonic,6171856,2.9891,,,-0.81737,-3.493,Stable/Up,3,Yield Aggregator,,,,4.93661,,,,2.9891,0,,,,,,,Silo
USDC-DATOM,Astroport,Neutron,6143300,5.07372,5.07372,,-1.06303,1.98256,Down,1,Dexs,,,,2.84214,,,,5.07372,5.07372,,,,,,,
LOCKWINK,WINK,Polygon,6109351,75.88219,,75.88219,-0.09945,-0.68582,Down,3,Farm,,,,63.89302,,,,75.88219,0,,,,,,,3 to 24 months lock
WSOL-USDC,Raydium AMM,Solana,6103901,29.36976,25.9,3.46976,-21.89075,17.23446,Down,2,Dexs,,14.7,14.7,40.35411,1732384.12252,11966251.99594,,29.36976,25.9,,,,,,,Standard - 0.25%
USDC-USDT,Curve DEX,Ethereum,6093412,5.63356,0.98,4.65356,-0.91501,-2.61699,Stable/Up,2,Dexs,,,,7.11412,,,,5.63356,0.98,,,,,,,
SUSD-SUSDE,Curve DEX,Ethereum,6083098,16.2973,0.23,16.0673,0.65426,4.73511,Down,2,Dexs,,,,15.09571,,,,16.2973,0.23,,,,,,,
EZETH-WETH,Balancer V2,Ethereum,6058407,1.31201,1.31201,,0.06668,1.00972,Down,2,Dexs,,,,0.66826,,,,1.31201,1.31201,,,,,,,
EBTC-LBTC-WBTC,Curve DEX,Ethereum,6024493,1.25,1.25,,-0.27,-1.88,Down,1,Dexs,,,,1.09894,,,,1.25,1.25,,,,,,,
WETH-SOL,Uniswap V3,Ethereum,6004045,71.98226,71.98226,,-12.92867,40.28376,Down,3,Dexs,,42.2172,42.2172,53.62602,3946892.80862,26727289.51432,,71.98226,71.98226,,,,,,,0.3%
ETH,AAVE V3,BSC,6003768,0.36101,0.36101,,-0.03912,-0.03533,Stable/Up,3,Lending,,,,0.39848,,,,0.36101,0.36101,-1.19725,,-1.19725,9304386,3300618,6003768,
MOG-WETH,Uniswap V2,Ethereum,5999463,22.44253,22.44253,,-39.05337,2.92639,Stable/Up,1,Dexs,,33.41667,33.41667,19.96864,1229617.41519,12851416.44621,,22.44253,22.44253,,,,,,,
STKGHO,Pendle,Ethereum,5981478,10.71111,10.71111,,0.56896,0.96723,Down,1,Yield,,,,11.12416,,,,10.71111,10.71111,,,,,,,For buying PT-stkGHO-24APR2025
STKGHO,Pendle,Ethereum,5981478,9.03345,8.69124,0.34221,0.28978,-0.52747,Stable/Up,1,Yield,,,,10.08491,,,,9.03345,8.69124,,,,,,,For LP | Maturity 24APR2025
WSTETH-WETH,Uniswap V3,Ethereum,5951514,4.91998,4.91998,,-11.47456,4.91998,Stable/Up,2,Dexs,,1.57476,1.57476,6.66683,8022289.617,103265181.8196,,6.48098,6.48098,,,,,,,0.01%
CBETH-WETH,Alien Base V2,Base,5923141,6.6269,0,6.6269,0.2162,0.40776,Stable/Up,2,Dexs,,,,6.78636,,,,8.22944,1.60254,,,,,,,
WETH-PSP,Balancer V2,Ethereum,5909976,0.04024,0.04024,,0.01336,0.01369,Stable/Up,2,Dexs,,,,0.04081,,,,0.04024,0.04024,,,,,,,
USDC-STG,Aura,Ethereum,5905553,5.42923,5.42923,,-1.27386,,Stable/Up,2,Yield,,,,4.58146,,,,5.42923,5.42923,,,,,,,
USDC-STG,Balancer V2,Ethereum,5895235,1.50583,1.19799,0.30784,-0.56852,-0.11388,Stable/Up,2,Dexs,,,,1.64058,,,,1.50583,1.19799,,,,,,,
USDT,Echelon Market,Aptos,5871197,8.04227,4.45731,3.58496,-0.20416,-2.15507,Stable/Up,1,Lending,,,,10.96025,,,,8.04227,4.45731,,,,,,,
GTLBTCC,Morpho Blue,Base,5867796,1.06958,1.06958,,-0.03889,-0.46399,Stable/Up,1,Lending,,,,2.68464,,,,1.06958,1.06958,,,,,,,
CRVUSD-USDE,Curve LlamaLend,Ethereum,5866308,2.06032,0.2565,1.80382,-0.89212,-1.44179,Stable/Up,3,Lending,,,,5.53106,,,,2.06032,0.2565,,,,,,,
EUSD-USDC,Convex Finance,Ethereum,5865439,8.23398,0.43,7.80398,0.07709,-0.19755,Stable/Up,3,Yield,,,,11.44721,,,,8.23398,0.43,,,,,,,
SHFL-USDC,Merkl,Ethereum,5859853,0.03066,,0.03066,,-0.00101,Stable/Up,1,Yield,,,,0.03152,,,,0.03066,0,,,,,,,
RE7WBTC,Morpho Blue,Ethereum,5836466,0.97229,0.97229,,-0.05404,-1.11621,Down,1,Lending,,,,2.17377,,,,0.97229,0.97229,,,,,,,
WBTC-FBTC,PancakeSwap AMM V3,Arbitrum,5826173,0.00067,0.00067,,0.00067,-1.2546,,,Dexs,,,,0.04439,42.56144,3065.11025,,0.00067,0.00067,,,,,,,0.25%
CBBTC-USDC,Orca,Solana,5809601,31.06788,31.06788,,0,0,Down,3,Dexs,,32.74674,32.74674,52.08864,21164476.25178,218445724.21287,,31.06788,31.06788,,,,,,,
CRVUSD,Convex Finance,Ethereum,5793573,3.03417,0.3336,2.70057,-0.54019,-1.66109,Stable/Up,3,Yield,,,,7.21852,,,,3.03417,0.3336,,,,,,,Curve Lend – USDe collateral
ADA-SNEK,Minswap,Cardano,5792701,18.06,15.45,2.61,0.24,1.23,Down,1,Dexs,,,,20.56465,,,,18.06,15.45,,,,,,,V2
EBTC,Pendle,Ethereum,5787735,0.84999,0.20028,0.64971,0.05159,0.15831,Stable/Up,3,Yield,,,,2.36006,,,,0.84999,0.20028,,,,,,,For LP | Maturity 26JUN2025
EBTC,Pendle,Ethereum,5787735,2.16208,2.16208,,0.03082,-0.56772,Stable/Up,2,Yield,,,,3.33424,,,,2.16208,2.16208,,,,,,,For buying PT-eBTC-26JUN2025
IBTC,Indigo,Cardano,5762045,17,,17,0,-1.24,Down,3,CDP,,,,19.28356,,,,17,0,,,,,,,
STG-USDC,Curve DEX,Ethereum,5751886,1.10333,1.1,0.00333,-0.69987,-0.15051,Stable/Up,3,Dexs,,,,1.13047,,,,1.10333,1.1,,,,,,,
AUSD-USDT,Joe V2.1,Avalanche,5715328,2.73544,2.73544,,1.17281,2.31664,Down,1,Dexs,,,,1.07657,4279487.26733,,,2.73544,2.73544,,,,,,,
TBTC-WBTC,Uniswap V3,Ethereum,5712638,6.26737,6.26737,,-3.85734,3.48409,Stable/Up,2,Dexs,,0.04991,0.04991,3.09921,9809092.84027,58874574.75296,,6.26737,6.26737,,,,,,,0.01%
WETH-USDC,Uniswap V3,Base,5700647,32.50878,32.50878,,,13.33071,Stable/Up,3,Dexs,,,,20.67223,1692429.92398,6194751.25475,,32.50878,32.50878,,,,,,,0.3%
USDM-USDA,Minswap,Cardano,5697985,1.3,0.35,0.95,-0.04,-0.16,Stable/Up,2,Dexs,,,,22.72849,,,,1.3,0.35,,,,,,,Stableswap
SCRVUSD-SUSDE,Curve DEX,Ethereum,5686205,6.00179,4.86,1.14179,0.45258,-2.81898,Stable/Up,3,Dexs,,,,6.01186,,,,6.00179,4.86,,,,,,,
EZETH-WETH,Aura,Ethereum,5678452,2.07573,2.07573,,0.19857,,Stable/Up,3,Yield,,,,2.11788,,,,2.07573,2.07573,,,,,,,
MIM-USDT,MIM Swap,Arbitrum,5675899,13.28289,0,13.28289,0.02017,-1.87505,Stable/Up,2,Dexs,,,,15.17057,,,,13.28289,0,,,,,,,
WBTC-USDC,Uniswap V3,Ethereum,5628488,93.61091,93.61091,,-69.97875,63.71368,Down,3,Dexs,,127.64801,127.64801,53.73818,28870566.96819,136287227.34679,,93.61091,93.61091,,,,,,,0.05%
B-CSUSDC-CSUSDL,Balancer V3,Ethereum,5583281,12.48118,12.48118,,8.2274,7.57642,Down,3,Dexs,,,,4.45557,,,,12.48118,12.48118,,,,,,,
ETH,Fluid Lending,Ethereum,5581880,10.94,10.94,,9.08,8.89,Down,3,Lending,,,,1.96573,,,,10.94,10.94,-4.2,0,-4.2,5581880,176976,5404904,
USDT,Benqi Lending,Avalanche,5552865,4.35868,4.35868,,-0.10596,-1.70306,Stable/Up,3,Lending,,,,6.35435,,,,4.35868,4.35868,-9.35521,1.8525,-7.5027099999999995,13754282,8201417,5552865,
MDX,MDEX,Heco,5536231,0.05476,,0.05476,0,0,Stable/Up,3,Dexs,,,,0.05476,,,,0.05476,0,,,,,,,
DAI,AAVE V2,Ethereum,5534461,1.84231,1.84231,,-0.28332,-0.34776,Stable/Up,3,Lending,,,,2.1565,,,,1.84231,1.84231,-9.7956,,-9.7956,14834704,9300243,5534461,
WETH-CVX,Curve DEX,Ethereum,5517511,17.70217,5.18,12.52217,-1.83291,0.06477,Down,3,Dexs,,,,16.04949,,,,17.70217,5.18,,,,,,,
SDEUSD,Spectra V2,Ethereum,5499711,12.63979,12.63979,,0.8274,0.72436,Stable/Up,1,Yield,,,,11.19007,,,,12.63979,12.63979,,,,,,,For PT on Elixir  | Maturity Tue Jul 22 2025
SDEUSD,Spectra V2,Ethereum,5499711,6.21581,6.10496,0.11085,-0.25818,-2.49068,Stable/Up,3,Yield,,,,8.23617,,,,6.21581,6.10496,,,,,,,For LP on Elixir | Maturity Tue Jul 22 2025
STCORE,Colend Protocol,Core,5480519,0.19258,0.19258,,-0.00048,0.00682,Stable/Up,3,Lending,,,,0.17851,,,,0.19258,0.19258,-1.93509,,-1.93509,6259143,778624,5480519,
VIRTUAL-CBBTC,Aerodrome V1,Base,5447649,19.7989,,19.7989,-1.21053,-17.34606,Stable/Up,3,Dexs,,,,29.40842,,,,19.7989,0,,,,,,,
